Customer_ID,Address_ID,Address_Type,Modified_Date,rowguid
29863,546,Main Office,2007-08-01 00:00:00,ebd9ad4d-8193-43ba-8fa5-e2c0a0cbb11f
29840,547,Main Office,2007-09-01 00:00:00,9e2595f6-492a-4683-b6fc-1a52fc4c37b2
29969,548,Main Office,2005-09-01 00:00:00,754e5ea8-f1c4-41e6-831c-cf56df1375a7
29971,549,Main Office,2006-09-01 00:00:00,752e7532-c545-4f14-a0fe-941409090492
30108,550,Main Office,2006-08-01 00:00:00,1cae94d5-5527-4eac-a1ee-61b828784dd1
29832,551,Main Office,2006-09-01 00:00:00,17d1e4c8-b4bd-40f6-b1db-8d1f0990bcab
29831,552,Main Office,2008-06-01 00:00:00,a72e515f-df6a-4a7c-93fd-414bd925335b
29830,553,Main Office,2005-08-01 00:00:00,651786db-eb03-48a7-9b3e-86ad341627fc
29983,554,Main Office,2006-08-01 00:00:00,db69c4e3-6912-4ac2-87ec-76fc58cb7c2d
29722,555,Main Office,2005-09-01 00:00:00,75797172-08ea-4266-b784-813b999668c7
29824,556,Main Office,2005-07-01 00:00:00,35bca4ad-180b-46e9-9578-0c9fc3202e13
29822,557,Main Office,2006-09-01 00:00:00,e7c2f784-d012-4180-86d8-ad49f3a4c402
29730,558,Main Office,2006-12-01 00:00:00,ad2b1030-ca3e-450a-bab8-95755f585d84
29637,559,Main Office,2005-09-01 00:00:00,991e29fa-e7c2-487a-bdd8-33ca4a36f61b
29772,560,Main Office,2006-07-01 00:00:00,bf40660e-40b6-495b-99d0-753ce987b1d1
29956,561,Main Office,2006-09-01 00:00:00,00390f39-ad50-4852-94c9-8cc153fcb635
29569,562,Main Office,2005-08-01 00:00:00,1f8372c3-2ae5-478b-90d2-618e6c5b28f5
29962,563,Main Office,2006-09-01 00:00:00,56bbbd3f-4809-4bea-883c-24d712763e34
29774,564,Main Office,2005-08-01 00:00:00,61d28a67-48a3-4f21-a56b-478d15ee3593
29967,565,Main Office,2005-09-01 00:00:00,3da21168-1da5-4ff2-8716-55efc98633b6
29930,566,Main Office,2005-11-01 00:00:00,49ce33d2-f079-4eab-b2ad-4fca0469c098
29702,567,Main Office,2005-09-01 00:00:00,f3d6e431-8d52-4a2d-9917-b7702db40079
29708,569,Main Office,2005-09-01 00:00:00,90252818-11c0-4c9a-a28c-2b18594c41f8
29920,570,Main Office,2006-07-01 00:00:00,2ccd3b05-5e70-4fb5-81c2-28d557f16d90
29674,571,Main Office,2005-12-01 00:00:00,cb83564e-faa7-4f31-a5e2-333bafdec072
29948,572,Main Office,2007-09-01 00:00:00,7eabce07-686e-4011-9521-aabe83733395
29668,573,Main Office,2005-11-01 00:00:00,779cef11-027c-4921-9f5b-6537a571c4aa
29954,574,Main Office,2006-09-01 00:00:00,337aebb8-bab7-4c4d-a1e9-f88d8b637294
29663,575,Main Office,2006-09-01 00:00:00,4821e5cb-21a0-453e-8862-64964817eb4c
29583,576,Main Office,2005-11-01 00:00:00,12fdb97e-8664-4a38-8b9d-e7a5d48d3e6b
29574,577,Main Office,2006-09-01 00:00:00,44d2bd82-e3b9-4390-b645-8f03e8f53237
29646,578,Main Office,2005-07-01 00:00:00,3e7ccf61-0b32-4c9f-9089-6a8ef172c755
29654,579,Main Office,2006-07-01 00:00:00,f54ab81b-11ac-4f30-ab25-34fbc123f7cb
29937,580,Main Office,2006-07-01 00:00:00,9c95615b-d86b-4300-941a-572a69ef1c4a
29553,581,Main Office,2007-09-01 00:00:00,6332ec14-ce8a-48ac-b1c2-476077e07952
29943,582,Main Office,2007-09-01 00:00:00,e56d2ae3-8346-4e47-86aa-76c6b39319ba
29884,583,Main Office,2007-03-01 00:00:00,5d4845c6-5905-4712-908b-5084fcc3b04f
29591,584,Main Office,2007-07-01 00:00:00,20668d7d-b2da-43dd-83db-4f02a269924b
29593,585,Main Office,2006-08-01 00:00:00,0b887414-135a-43f6-94dc-60a220362c6d
29872,586,Main Office,2005-09-01 00:00:00,816c491a-703b-4f12-aa02-fd8b863ecd70
30095,587,Main Office,2005-08-01 00:00:00,e6b235a8-56ba-477b-b674-5791c69eaaa9
29866,588,Main Office,2005-08-01 00:00:00,97359b3a-cbbd-4d77-8ef1-c00a9235dcd8
30090,589,Main Office,2005-09-01 00:00:00,8898dc46-3b2d-4834-8ca2-2658f2b1f48a
29782,590,Main Office,2006-07-01 00:00:00,96f0286b-48ff-45e9-8b3b-3ade877e8896
29535,591,Main Office,2006-09-01 00:00:00,26821e31-0e0e-4d73-a494-34f630b636c4
29570,592,Main Office,2005-07-01 00:00:00,fff86e21-3f2f-4dee-a66f-e750aceb288c
29523,593,Main Office,2005-08-01 00:00:00,15d1e8b0-e626-465c-a565-98500b56c077
30023,594,Main Office,2006-08-01 00:00:00,475b3850-2cd4-48a3-af69-355fd0158a35
30118,595,Main Office,2006-09-01 00:00:00,4acaf1c5-6e59-43d6-8421-76c9a22ff457
30117,596,Main Office,2005-08-01 00:00:00,5d215b08-8954-48d2-8254-447d2415fc8b
29792,597,Main Office,2006-08-01 00:00:00,a985dfac-3208-4cf4-8ce2-3af97dd1ccc0
30111,598,Main Office,2005-08-01 00:00:00,b7c03322-5a8c-44bc-8b3e-456d16c125e0
29524,599,Main Office,2007-08-01 00:00:00,75724647-82a0-49c5-a841-f991bbaebe18
29906,600,Main Office,2005-08-01 00:00:00,1f3cd6c4-af8e-4a58-9e49-8282b544cf3d
30055,601,Main Office,2006-08-01 00:00:00,b5558a28-1fc8-480e-aeae-68cb7f59820e
29902,602,Main Office,2006-09-01 00:00:00,9e61ecc8-7365-45a0-a1ea-3a0464ee97bd
30061,603,Main Office,2007-08-01 00:00:00,2c0d6291-37f3-4132-9bd1-be3f27887639
29854,604,Main Office,2007-09-01 00:00:00,9d47f717-fb49-4b2f-b536-5e86483caa37
29659,605,Main Office,2005-09-01 00:00:00,e7efb591-07eb-4d11-af71-796e8ed9394b
29651,606,Main Office,2005-09-01 00:00:00,02321ecf-27e9-42d1-bcf1-f595f871637e
29732,607,Main Office,2006-08-01 00:00:00,5d353d79-ab12-4564-9e32-a5de8839e13f
29616,608,Main Office,2006-08-01 00:00:00,6511ad85-e361-4a97-98e5-f9e49e04ce0b
29769,609,Main Office,2005-09-01 00:00:00,e217dc84-a4c8-4758-802c-714782491796
29738,610,Main Office,2007-09-01 00:00:00,6360a3d7-3b1b-415c-b743-0098c6b55227
29764,611,Main Office,2005-08-01 00:00:00,8c24dd38-fef1-41b8-bd2b-8b94984f468c
29743,612,Main Office,2006-09-01 00:00:00,77375c95-a17c-411f-b4e9-4937f6bc5f33
29758,613,Main Office,2006-09-01 00:00:00,90b488ac-55aa-4010-a0c7-2a4b41ad206a
30046,614,Main Office,2006-09-01 00:00:00,6bf98d5f-91a2-462a-9993-290f3acf88b0
30008,617,Main Office,2007-06-01 00:00:00,33aa20be-4db5-42e4-83c6-64f377be8e6c
29492,618,Main Office,2006-12-01 00:00:00,5b3b3eb2-3f43-47ed-a20c-23697dabf23b
29508,619,Main Office,2005-12-01 00:00:00,2dd326f6-02da-44b7-96fb-b3a86067c5ee
30003,620,Main Office,2005-09-01 00:00:00,d2500013-41b3-40ce-9135-8ea6c762d1bb
29486,621,Main Office,2005-09-01 00:00:00,22b3e910-14af-4ed5-8b4d-23bbe757414d
29859,622,Main Office,2006-03-01 00:00:00,f1f94995-b143-46e1-8be1-e4ba680b7c3b
29850,623,Main Office,2007-07-01 00:00:00,0beebf7f-da33-4ead-981b-814c71908b47
30032,624,Main Office,2007-02-01 00:00:00,453adfd6-3aaa-41c0-97ae-1990bf059f5e
29848,625,Main Office,2007-08-01 00:00:00,33847fbf-d078-4a88-b331-4aeb4f8ce9d5
30035,626,Main Office,2007-08-01 00:00:00,412c9901-3093-482d-b601-87dc5ffe43fb
30039,627,Main Office,2006-07-01 00:00:00,7c2b29ba-a09a-41ae-80c6-958859beec9b
29861,628,Main Office,2005-08-01 00:00:00,08198768-5a31-4605-8043-d2495ab40697
29974,629,Main Office,2005-07-01 00:00:00,a656cb14-f54f-4dc9-954d-0a91a3226a06
30106,630,Main Office,2005-09-01 00:00:00,164491b5-2a57-4ff7-9ea4-b59e66eb38ac
29827,631,Main Office,2005-07-01 00:00:00,a9b3cba7-2f99-4914-a083-f5e6badad4f1
29819,633,Main Office,2006-08-01 00:00:00,c4bbe507-b9ca-4f90-9d47-a8c30ad62adf
29635,634,Main Office,2006-09-01 00:00:00,194a6df5-f0e4-484d-9113-a9fce5961104
29546,635,Main Office,2006-09-01 00:00:00,bff85ebd-ccd0-4daa-afbb-b415edf44265
29776,636,Main Office,2007-07-01 00:00:00,079741e4-908a-442c-b804-945dbacf3b1e
29932,637,Main Office,2007-09-01 00:00:00,16e0667f-aa85-4155-ab36-1703fc9e07f0
29926,638,Main Office,2007-08-01 00:00:00,acda2178-9538-46d6-b023-01eb79bf7872
29922,639,Main Office,2007-09-01 00:00:00,65998649-05e8-49a5-97d5-53f0445a628f
30072,640,Main Office,2007-09-01 00:00:00,c6078b9a-2f95-4029-be72-511345be2a9a
29952,641,Main Office,2006-08-01 00:00:00,8aa47f7e-c090-4726-94ac-7cd310ae8433
29796,642,Main Office,2007-09-01 00:00:00,5f9605d9-90c5-448b-9e38-13e53bd965f0
29644,643,Main Office,2006-09-01 00:00:00,8dab6bf4-7ed7-4e97-bafe-3ce95649e24c
29713,644,Main Office,2007-08-01 00:00:00,ad437e81-fc8c-48ec-bd9a-0358eb2baf2c
29941,645,Main Office,2007-07-01 00:00:00,4b94aa98-7647-44d4-a886-e706875a6844
29990,646,Main Office,2006-08-01 00:00:00,245a36b0-5abb-41c1-83b6-e993e4eca1a4
29874,647,Main Office,2007-07-01 00:00:00,8b604c39-a03e-4914-a755-6011e2836bca
29868,648,Main Office,2007-08-01 00:00:00,f3398939-a9ad-4b7d-ba7e-14624f7d43ba
29612,649,Main Office,2007-09-01 00:00:00,56dc2277-c288-484c-afb3-52624182aba6
29778,650,Main Office,2006-07-01 00:00:00,8ad5e768-9078-44c2-a6ef-5c43d018b618
30025,651,Main Office,2007-09-01 00:00:00,16201c53-5310-44ea-8af3-52c501233509
30019,652,Main Office,2006-09-01 00:00:00,4d79eb56-5f62-4c2f-90f2-f2f11d7e4f63
30113,653,Main Office,2006-09-01 00:00:00,b3d67684-4f0a-4f71-b5e2-2e5e93ccc91c
29908,654,Main Office,2007-08-01 00:00:00,30bd6eb8-34be-4c9b-ade6-ea2d67f3d699
29904,655,Main Office,2006-08-01 00:00:00,952287ec-6669-4220-9117-a95fdf46d8b1
29851,657,Main Office,2006-08-01 00:00:00,50bd7f7e-8937-4b35-8391-a217eb60abaf
29618,658,Main Office,2006-08-01 00:00:00,8ee07b7f-d561-45a5-9d78-ef7d9223b535
29736,659,Main Office,2007-09-01 00:00:00,ddeaba1e-f394-4009-af19-c9d4087c40fb
29741,660,Main Office,2007-09-01 00:00:00,14e7d304-258e-4265-aa7d-be8e82830fdb
30044,661,Main Office,2006-08-01 00:00:00,15343c26-52ec-4cc9-90f1-0dda6a196292
30050,662,Main Office,2006-09-01 00:00:00,e891c193-3b12-4843-8f2b-5902423cb7a0
29615,663,Main Office,2007-08-01 00:00:00,c456f6e1-9405-4707-a039-d355acbd0fac
29587,664,Main Office,2006-07-01 00:00:00,be7da2a1-7558-4566-84d7-90f67dc24375
30005,665,Main Office,2007-08-01 00:00:00,b664cfc7-00c5-4076-a57a-7f9e7d8d17d0
29857,666,Main Office,2006-08-01 00:00:00,7bd7135d-791d-420d-8738-f9cf72cf3fdd
30030,667,Main Office,2006-08-01 00:00:00,c1a1b046-3ee3-4366-9cb6-b25c4c261b11
29860,668,Main Office,2007-08-01 00:00:00,cc407427-8a5c-4543-89fc-07fbcf32e609
30102,669,Main Office,2006-12-01 00:00:00,d996364a-0b31-4b67-adcc-1d0454b5b26d
30104,670,Main Office,2006-07-01 00:00:00,c716c9a6-a562-4c5f-ac86-3744fe5d3194
29978,671,Main Office,2008-02-01 00:00:00,b392d956-6455-40c6-9b4f-36173cdf49d2
29980,672,Main Office,2006-09-01 00:00:00,9af6b4d5-aa4c-4e8f-a709-f4567c850966
29985,673,Main Office,2006-08-01 00:00:00,a9de79d2-ba98-4df1-89d2-807b7dcca039
29955,756,Main Office,2005-08-01 00:00:00,1527eac1-49ff-4f1c-a2be-69d42c6cc09a
29655,774,Main Office,2005-09-01 00:00:00,f0850212-facf-49e3-bf75-11dc7f94fbc6
29891,775,Main Office,2006-09-01 00:00:00,1779f0aa-e430-4de5-ad94-59de109df1ef
29554,776,Main Office,2005-11-01 00:00:00,316172fc-ba5f-4a48-86e0-5213a7f59059
29688,785,Main Office,2005-08-01 00:00:00,e7a369cf-65bf-4726-ae8d-dd158061d34d
29536,786,Main Office,2006-12-01 00:00:00,efa08457-c8d8-4daf-a27f-bf6dfaf76863
29528,788,Main Office,2006-09-01 00:00:00,65c98567-6a79-44f0-be71-264547362402
29590,789,Main Office,2006-08-01 00:00:00,b6aa96ac-8470-4683-923c-6d8c00a023dc
29517,794,Main Office,2007-08-01 00:00:00,db4d3044-7bf4-4d65-b48e-3ff927a842f0
29684,795,Main Office,2006-08-01 00:00:00,198623d4-f744-4d75-864b-e270d9558ce5
29600,797,Main Office,2006-09-01 00:00:00,979abdf5-114c-4324-9b43-0e9f090a6174
29533,801,Main Office,2005-07-01 00:00:00,cd6229c0-a0fa-4a48-b4e1-d1c02437caa8
29765,806,Main Office,2006-08-01 00:00:00,3c5778fe-2189-4e99-84b5-385ca4cdfb27
29566,810,Main Office,2005-07-01 00:00:00,81390af7-d4d0-4f4d-af42-ab21f5713f14
29973,825,Main Office,2005-10-01 00:00:00,21b6c40a-daef-43e2-8467-3dc824a1a577
30109,826,Main Office,2006-07-01 00:00:00,cd073e68-c151-4bde-b286-cf56484cf98c
29773,832,Main Office,2005-08-01 00:00:00,314f2574-1f75-457f-9bd1-74d1ce53daa5
29816,833,Main Office,2006-08-01 00:00:00,b4435c21-4d7f-40e5-abea-4966428597d5
29545,834,Main Office,2007-04-01 00:00:00,6e047f2b-6170-47bb-8d14-8a0702d1eb17
29810,835,Main Office,2005-09-01 00:00:00,60b2442d-5a2a-408c-8f1d-b38be02b91c9
29775,836,Main Office,2006-09-01 00:00:00,dfdb2561-a36f-4f3c-ae89-5a62dfc80aa2
29806,837,Main Office,2007-09-01 00:00:00,4caa058d-61f5-4a49-9167-d1e57dcac9ce
29931,838,Main Office,2007-09-01 00:00:00,0238ddcb-752b-45b0-9b07-6a784789ff21
29800,839,Main Office,2006-08-01 00:00:00,c0e88505-0953-4314-96fc-f6f9eb581b99
29925,840,Main Office,2005-08-01 00:00:00,85f9be4d-f847-4249-b676-4a998d885266
29585,841,Main Office,2005-11-01 00:00:00,85c76950-0a27-4b55-8c4d-4673172d5ac1
29921,842,Main Office,2005-09-01 00:00:00,2b812294-50ac-4525-92f2-6d29760a0a63
29632,843,Main Office,2005-09-01 00:00:00,6897a92d-b5f7-467c-8d61-f89e28d0d908
30071,844,Main Office,2007-09-01 00:00:00,64c6b4c7-59bc-4f38-ac4e-41a34557a2a8
30070,845,Main Office,2007-07-01 00:00:00,4d612d21-d01c-4948-8f79-58a28120c8e5
29953,846,Main Office,2006-08-01 00:00:00,58b5243a-a590-4bf7-bb3d-322d50079b7e
30064,847,Main Office,2006-06-01 00:00:00,d9411b71-a713-4396-96fc-76698e70baf0
29582,848,Main Office,2005-08-01 00:00:00,8e96eccf-87c9-4123-9658-82807bf5cc39
29580,849,Main Office,2005-07-01 00:00:00,2548c6c5-6e73-472a-a5c8-7bc82d223038
29645,850,Main Office,2007-09-01 00:00:00,d3b73c0f-674c-43cd-b134-7dbebae4ce71
29717,851,Main Office,2005-08-01 00:00:00,9143049e-98f6-4d35-ad3e-60621f9ae3b0
29936,852,Main Office,2007-08-01 00:00:00,57e10df3-d294-4266-85fb-8605830dda3d
29550,853,Main Office,2007-09-01 00:00:00,68f33bff-28c2-4adf-a6f0-ef5ed52c0172
29942,854,Main Office,2007-08-01 00:00:00,a82c76b8-4c10-406c-81a8-66be5aae5788
29890,855,Main Office,2005-07-01 00:00:00,176ef850-4bf4-45cc-b534-0cca49223cae
29991,856,Main Office,2006-11-01 00:00:00,c1740c61-c680-466f-b8d1-51cf235bc6e9
29885,857,Main Office,2005-08-01 00:00:00,d9b79631-e1f5-4584-bac5-a4c71ea74448
29873,858,Main Office,2006-09-01 00:00:00,386e13f8-728a-4c9f-8ce7-38afc5bd605b
29997,859,Main Office,2006-08-01 00:00:00,d50ee4b4-f614-48bd-b4cb-0b57bc374f06
29867,860,Main Office,2006-07-01 00:00:00,27ce6686-06ce-4b0f-aea6-35ccc189492d
29559,861,Main Office,2006-09-01 00:00:00,30233957-e9b2-4c10-9621-6704ad79d316
29611,862,Main Office,2005-11-01 00:00:00,ea3c1aca-7d46-4842-8a52-4a5e04de9e13
29622,863,Main Office,2005-09-01 00:00:00,347ca34c-5205-464e-83f7-beb956dfdf7d
29571,864,Main Office,2005-08-01 00:00:00,0051c719-aeec-46f0-8430-562d074be9e9
29689,865,Main Office,2006-07-01 00:00:00,d73c6ff6-27c7-414b-bbcb-c443f6c351ff
30024,866,Main Office,2007-08-01 00:00:00,56c83e74-d730-44dc-92de-fa90d4eabd52
29695,867,Main Office,2007-09-01 00:00:00,0e4f9089-87ea-4efb-b7d4-39d32324556e
30018,868,Main Office,2006-07-01 00:00:00,3478227b-f0df-4c62-ae6e-3436cbee3cfd
29787,869,Main Office,2005-08-01 00:00:00,7320dad6-eaba-4bb3-8cf2-a555b25255e8
30112,870,Main Office,2006-08-01 00:00:00,18f1221c-ea54-48c2-ad9a-7736ff1010cb
29606,871,Main Office,2005-07-01 00:00:00,3f467555-2c79-4cb8-906f-c45daeb8d9a6
29907,872,Main Office,2007-08-01 00:00:00,1f91c474-7799-4e5a-ad5c-7d094041867c
